index,82,corpus,ICT,Filename,A_C.5_66_SR.19.txt,DocLabel,A/C.5/66/SR.19,DatePublish,03-Feb-12,DocType,3,DocTitle,"Summary record of the 19th meeting 5th Committee, held at Headquarters, New York, on Tuesday, 29 November 2011, General Assembly, 66th session","""},"
index,83,corpus,ICT,Filename,CES_SEM.52_3.txt,DocLabel,CES/SEM.52/3,DatePublish,19-Sep-03,DocType,4,DocTitle,"Gender issues in ICT statistics and indicators, with particular emphasis on developing countries keynote address / Nancy J. Hafkin","""},"
index,84,corpus,ICT,Filename,CES_SEM.52_6.txt,DocLabel,CES/SEM.52/6,DatePublish,29-Sep-03,DocType,1,DocTitle,Measuring ICT use in education in Asia and the Pacific through performance indicators keynote paper / Carmelita Villanueva,"""},"
index,85,corpus,ICT,Filename,CES_SEM.52_8.txt,DocLabel,CES/SEM.52/8,DatePublish,02-Oct-03,DocType,1,DocTitle,"Understanding changes in the information society working towards the internationally harmonized views keynote paper / Thaweesak Koanantakool, Ministry of Science and Technology, Thailand","""},"
index,86,corpus,ICT,Filename,CICT3_3E.txt,DocLabel,CICT3/3E,DatePublish,19-Sep-12,DocType,1,DocTitle,MEASURING PROGRESSREVIEW OF THE TARGETS AND INFORMATION AND COMMUNICATIONS TECHNOLOGY INDICATORS OF THE WORLD SUMMIT ON THE INFORMATION SOCIETYNOTE BY THE SECRETARIAT,"""},"
index,87,corpus,ICT,Filename,CICT3_6E.txt,DocLabel,CICT3/6E,DatePublish,29-Nov-12,DocType,0,DocTitle,REPORT OF THE COMMITTEE ON INFORMATION AND COMMUNICATIONS TECHNOLOGY ON ITS THIRD SESSION,"""},"
index,88,corpus,ICT,Filename,CICT3_L1E.txt,DocLabel,CICT3/L1E,DatePublish,28-Aug-12,DocType,1,DocTitle,"ANNOTATED PROVISIONAL AGENDA COMMITTEE ON INFORMATION AND COMMUNICATIONS TECHNOLOGY, 3RD SESSION, BANGKOK, 20-22 NOVEMBER 2012","""},"
index,89,corpus,ICT,Filename,CST3_L2E.txt,DocLabel,CST3/L2E,DatePublish,22-Nov-12,DocType,1,DocTitle,"DRAFT REPORT COMMITTEE ON INFORMATION AND COMMUNICATIONS TECHNOLOGY, 3RD SESSION, BANGKOK, 20-22 NOVEMBER 2012","""},"
index,90,corpus,ICT,Filename,E67_L3EA6.txt,DocLabel,E67/L3EA6,DatePublish,21-May-11,DocType,1,DocTitle,"DRAFT REPORTREVIEW OF ISSUES PERTINENT TO THE SUBSIDIARY STRUCTURE OF THE COMMISSION, INCLUDING THE WORK OF THE ESCAP REGIONAL INSTITUTIONSINFORMATION AND COMMUNICATIONS TECHNOLOGY","""},"
index,91,corpus,ICT,Filename,E68_L3EA6.txt,DocLabel,E68/L3EA6,DatePublish,19-May-12,DocType,1,DocTitle,DRAFT REPORTINFORMATION AND COMMUNICATIONS TECHNOLOGY (INCLUDING THE ASIAN AND PACIFIC TRAINING CENTRE FOR INFORMATION AND COMMUNICATION TECHNOLOGY FOR DEVELOPMENT),"""},"
index,92,corpus,ICT,Filename,E69_9E.txt,DocLabel,E69/9E,DatePublish,13-Feb-13,DocType,0,DocTitle,REPORT OF THE COMMITTEE ON INFORMATION AND COMMUNICATIONS TECHNOLOGY ON ITS THIRD SESSION,"""},"
index,93,corpus,ICT,Filename,E69_L3EA6.txt,DocLabel,E69/L3EA6,DatePublish,27-Apr-13,DocType,1,DocTitle,DRAFT REPORTINFORMATION AND COMMUNICATIONS TECHNOLOGY (INCLUDING THE ASIAN AND PACIFIC TRAINING CENTRE FOR INFORMATION AND COMMUNICATION TECHNOLOGY FOR DEVELOPMENT),"""},"
index,94,corpus,ICT,Filename,ECE_CECI_2006_4_Add.1.txt,DocLabel,ECE/CECI/2006/4/ADD.1,DatePublish,18-Jul-06,DocType,4,DocTitle,Inventory of the work of international organizations on the themes of the Committee on Economic Cooperation and Integration addendum note / by the Secretariat,"""},"
index,95,corpus,ICT,Filename,ECE_CECI_CONF.13_1.txt,DocLabel,ECE/CECI/CONF.13/1,DatePublish,13-Sep-11,DocType,4,DocTitle,No title available,"""},"
index,96,corpus,ICT,Filename,ECE_CECI_CONF.6_2.txt,DocLabel,ECE/CECI/CONF.6/2,DatePublish,16-Jul-09,DocType,2,DocTitle,REPORT ON THE INTERNATIONAL CONFERENCE [ON] TECHNOLOGICAL READINESS FOR INNOVATION-BASED COMPETITIVENESS PROMOTING AN ENABLING INFORMATION AND COMMUNICATION TECHNOLOGY POLICY AND REGULATORY FRAMEWORK,"""},"
index,97,corpus,ICT,Filename,ECE_CECI__CONF.6_1.txt,DocLabel,ECE/CECI//CONF.6/1,DatePublish,06-Apr-09,DocType,4,DocTitle,No title available,"""},"
index,98,corpus,ICT,Filename,ECE_CES_SEM.54_18.txt,DocLabel,ECE/CES/SEM.54/18,DatePublish,03-Apr-06,DocType,2,DocTitle,"New ICT architecture in the Czech Statistical Office results of cooperation with ICT experts and companies invited paper summary / prepared by Stanislav Drapal, Czech Statistical Office","""},"
